resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",fr,"Les éléments avec un badge de jour ont été reportés pendant plusieurs jours. Les lignes de Focus peuvent être glissées pour marquer terminé, reporter ou abandonner.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",de,"Elemente mit Tagesabzeichen wurden einige Tage übertragen. Fokus-Zeilen können gewischt werden, um sie als erledigt zu markieren, aufzuschieben oder zu verwerfen.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",it,"Gli elementi con un badge giorno sono stati riportati per alcuni giorni. Le righe Focus possono essere scorse per segnare come fatto, rinviare o scartare.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",ja,日付バッジが付いた項目は数日にわたって繰り越されています。フォーカス行はスワイプして完了・延期・破棄を選択できます。,draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",ko,"일 배지가 있는 항목은 며칠 동안 이월되었습니다. 포커스 행은 스와이프하여 완료, 연기 또는 버리기 할 수 있습니다.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",nb,"Elementer med en dagsmerke har vært overført i flere dager. Fokus-rader kan sveipes for å markere som ferdig, utsette eller forkaste.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",pt,"Os itens com selo de dia foram transferidos durante alguns dias. As linhas de Focus podem ser deslizadas para concluir, adiar ou descartar.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",pt-BR,"Os itens com selo de dia foram transferidos por alguns dias. As linhas de foco podem ser deslizadas para concluir, adiar ou descartar.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",ru,"Элементы с дневной отметкой переносятся уже несколько дней. По строкам Фокуса можно провести пальцем, чтобы отметить выполнено, отложить или отбросить.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",es,"Los elementos con una insignia de día se han trasladado durante varios días. Las filas de Foco pueden deslizarse para marcar hecho, aplazar o descartar.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",sv,"Objekt med en dagsmärkning har förts över i några dagar. Fokus-rader kan svepas för att markeras klar, skjutas upp eller släppas.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",zh-Hans,带日期徽章的项目已被延续几天。可以在专注行上滑动以标记为完成、推迟或丢弃。,draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",zh-Hant,帶日期標記的項目已被延續數日。可以在專注列上滑動以標示為完成、延後或捨棄。,draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",tr,"Gün rozetli öğeler birkaç gündür taşınıyor. Odak satırları tamamlanmış olarak işaretlenebilir, ertelenebilir veya atılabilir.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",uk,"Елементи з денним значком переносяться вже кілька днів. По рядках Фокусу можна провести пальцем, щоб позначити виконано, відкласти або скинути.",draft-translation,
strings,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",,,,"Items with a day badge have been carried for a few days. Focus-backed rows can be swiped to mark done, defer, or drop.",vi,"Các mục có huy hiệu ngày đã được mang theo trong vài ngày. Có thể vuốt các hàng Trọng tâm để đánh dấu hoàn tất, hoãn hoặc bỏ.",draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,en,Keep this note here. Move it only when useful.,english-source,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,ar,احتفظ بهذه الملاحظة هنا. حركها فقط عندما يكون ذلك مفيدًا.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,nl,Houd deze notitie hier. Verplaats hem alleen wanneer dat nuttig is.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,fr,Gardez cette note ici. Déplacez-la uniquement lorsque c'est utile.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,de,"Diese Notiz hier behalten. Nur verschieben, wenn nützlich.",draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,it,Mantieni questa nota qui. Spostala solo quando è utile.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,ja,このメモはここに置いておきます。役立つときだけ移動してください。,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,ko,이 메모는 여기에 두세요. 유용할 때만 이동하세요.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,nb,Behold dette notatet her. Flytt det bare når det er nyttig.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,pt,Mantenha esta nota aqui. Mova-a apenas quando for útil.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,pt-BR,Mantenha esta nota aqui. Mova-a apenas quando for útil.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,ru,Сохраните эту заметку здесь. Перемещайте её только при необходимости.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,es,Mantén esta nota aquí. Muévela solo cuando sea útil.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,sv,Behåll denna anteckning här. Flytta den bara när det är användbart.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,zh-Hans,把这条笔记保留在这里。仅在有用时再移动。,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,zh-Hant,把這條備忘錄保留在這裡。僅在有用時再移動。,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,tr,Bu notu burada tutun. Sadece yararlı olduğunda taşıyın.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,uk,Залиште цю нотатку тут. Переміщайте лише за потреби.,draft-translation,
strings,Keep this note here. Move it only when useful.,,,,Keep this note here. Move it only when useful.,vi,Giữ ghi chú này ở đây. Chỉ di chuyển khi cần thiết.,draft-translation,
strings,Kind,,,,Kind,en,Kind,english-source,
strings,Kind,,,,Kind,ar,النوع,draft-translation,
strings,Kind,,,,Kind,nl,Soort,draft-translation,
strings,Kind,,,,Kind,fr,Catégorie,draft-translation,
strings,Kind,,,,Kind,de,Art,draft-translation,
strings,Kind,,,,Kind,it,Tipo,draft-translation,
strings,Kind,,,,Kind,ja,種類,draft-translation,
strings,Kind,,,,Kind,ko,종류,draft-translation,
strings,Kind,,,,Kind,nb,Type,draft-translation,
strings,Kind,,,,Kind,pt,Tipo,draft-translation,
strings,Kind,,,,Kind,pt-BR,Tipo,draft-translation,
strings,Kind,,,,Kind,ru,Категория,draft-translation,
strings,Kind,,,,Kind,es,Categoría,draft-translation,
strings,Kind,,,,Kind,sv,Sort,draft-translation,
strings,Kind,,,,Kind,zh-Hans,种类,draft-translation,
strings,Kind,,,,Kind,zh-Hant,種類,draft-translation,
strings,Kind,,,,Kind,tr,Tür,draft-translation,
strings,Kind,,,,Kind,uk,Категорія,draft-translation,
strings,Kind,,,,Kind,vi,Loại,draft-translation,
strings,Mark Pending,,,,Mark Pending,en,Mark Pending,english-source,
strings,Mark Pending,,,,Mark Pending,ar,وضع علامة معلق,draft-translation,
strings,Mark Pending,,,,Mark Pending,nl,Markeer als wachtend,draft-translation,
strings,Mark Pending,,,,Mark Pending,fr,Marquer en attente,draft-translation,
strings,Mark Pending,,,,Mark Pending,de,Als ausstehend markieren,draft-translation,
strings,Mark Pending,,,,Mark Pending,it,Segna in sospeso,draft-translation,
strings,Mark Pending,,,,Mark Pending,ja,保留にする,draft-translation,
strings,Mark Pending,,,,Mark Pending,ko,대기 표시,draft-translation,
strings,Mark Pending,,,,Mark Pending,nb,Marker som ventende,draft-translation,
strings,Mark Pending,,,,Mark Pending,pt,Marcar como pendente,draft-translation,
strings,Mark Pending,,,,Mark Pending,pt-BR,Marcar como pendente,draft-translation,
strings,Mark Pending,,,,Mark Pending,ru,Отметить как ожидание,draft-translation,
strings,Mark Pending,,,,Mark Pending,es,Marcar pendiente,draft-translation,
